area_type,availability,location,total_sqft,bath,balcony,price,bhk
Super built-up  Area,Ready To Move,Haralur Road,1580,3.0,1.0,73.0,3.0
Built-up  Area,Ready To Move,Akshaya Nagar,2650,3.0,2.0,125.0,3.0
Super built-up  Area,Ready To Move,Bannerghatta Road,1215,2.0,1.0,68.0,2.0
Super built-up  Area,Ready To Move,Uttarahalli,1075,2.0,1.0,40.0,2.0
Super built-up  Area,Ready To Move,R.T. Nagar,1400,2.0,3.0,78.0,3.0
Super built-up  Area,Ready To Move,Subramanyapura,1400,2.0,1.0,55.0,3.0
Built-up  Area,Ready To Move,Bisuvanahalli,845,2.0,1.0,30.0,2.0
Super built-up  Area,Ready To Move,Hegde Nagar,2600,4.0,3.0,40.0,4.0
Super built-up  Area,Ready To Move,Richards Town,800,2.0,1.0,85.0,2.0
Super built-up  Area,Ready To Move,Panathur,1199,2.0,1.0,85.0,2.0
Super built-up  Area,Ready To Move,Gunjur,1175,2.0,2.0,43.48,2.0
Super built-up  Area,Ready To Move,Bellandur,1767,3.0,2.0,109.0,3.0
Super built-up  Area,Ready To Move,Sarjapur  Road,1800,3.0,1.0,90.0,4.0
Super built-up  Area,18-Aug,Talaghattapura,1856,3.0,2.0,135.0,3.0
Plot  Area,Ready To Move,R.T. Nagar,1200,3.0,2.0,140.0,3.0
Super built-up  Area,18-Jun,Rajaji Nagar,1613,3.0,0.0,150.0,3.0
Built-up  Area,Ready To Move,Whitefield,1290,2.0,0.0,90.0,2.0
Super built-up  Area,Ready To Move,Kasavanhalli,1375,2.0,1.0,78.0,2.0
Super built-up  Area,Ready To Move,Bagalur,985,2.0,2.0,57.0,2.0
Plot  Area,Ready To Move,Jeevan bima nagar,1200,4.0,1.0,200.0,4.0
Super built-up  Area,Ready To Move,Singasandra,1099,2.0,1.0,37.5,2.0
Super built-up  Area,18-Mar,Electronic City,605,1.0,0.0,13.31,1.0
Super built-up  Area,Ready To Move,Marathahalli,1200,2.0,1.0,53.0,2.0
Built-up  Area,Ready To Move,Hulimavu,1000,2.0,1.0,45.0,2.0
Super built-up  Area,Ready To Move,Electronic City,1159,2.0,3.0,38.0,3.0
Plot  Area,Ready To Move,Devi Nagar,600,2.0,1.0,80.0,2.0
Built-up  Area,Ready To Move,BTM Layout,1540,2.0,2.0,78.0,3.0
Built-up  Area,Ready To Move,"JP Nagar 7th Phase, ",1503,2.0,2.0,93.0,3.0
Super built-up  Area,Ready To Move,Ambedkar Nagar,1850,4.0,2.0,120.0,3.0
Built-up  Area,Ready To Move,Uttarahalli,1580,3.0,1.0,60.0,3.0
Super built-up  Area,Ready To Move,Mico Layout,1190,2.0,2.0,39.25,2.0
Plot  Area,Ready To Move,Sampigehalli,1200,2.0,1.0,61.0,2.0
Super built-up  Area,18-Nov,Jakkur,850,1.0,1.0,19.9,2.0
Super built-up  Area,Ready To Move,Hennur Bande,2500,2.0,1.0,60.0,3.0
Plot  Area,18-Dec,ITPL,1200,3.0,1.0,56.12,3.0
Super built-up  Area,Ready To Move,Kamakshipalya,1500,2.0,2.0,52.0,3.0
Plot  Area,Ready To Move,Navodaya Nagar,1200,3.0,2.0,180.0,5.0
Super built-up  Area,Ready To Move,Thanisandra,1880,3.0,3.0,120.0,3.0
Super built-up  Area,Ready To Move,Padmanabhanagar,1150,2.0,2.0,45.0,2.0
Super built-up  Area,Ready To Move,Bellandur,924,2.0,2.0,35.11,2.0
Plot  Area,18-Feb,Pattanagere,750,4.0,1.0,95.0,4.0
Built-up  Area,Ready To Move,Karuna Nagar,1962,3.0,2.0,175.0,3.0
Super built-up  Area,18-Nov,B Narayanapura,1765,3.0,2.0,77.27,3.0
Super built-up  Area,Ready To Move,Attibele,1174,2.0,1.0,29.35,2.0
Super built-up  Area,19-Jun,Bannerghatta Road,1894,3.0,1.0,115.0,3.0
Plot  Area,Ready To Move,Ramamurthy Nagar,960,2.0,2.0,138.0,4.0
Super built-up  Area,Ready To Move,Sector 7 HSR Layout,1760,3.0,2.0,142.0,3.0
Built-up  Area,Ready To Move,Doddanakundi Industrial Area 2,1768,3.0,3.0,95.0,3.0
Built-up  Area,Ready To Move,Kothanur,1790,3.0,0.0,97.0,3.0
Plot  Area,18-Dec,Whitefield,1200,2.0,1.0,45.0,2.0
Built-up  Area,Ready To Move,Kengeri,2540,4.0,0.0,160.0,4.0
Super built-up  Area,Ready To Move,Mahadevpura,1137,2.0,1.0,53.4,2.0
Super built-up  Area,Ready To Move,Mysore Road,1568,2.0,2.0,100.0,3.0
Super built-up  Area,Ready To Move,AECS Layout,1308,2.0,1.0,60.0,2.0
Super built-up  Area,Ready To Move,Bisuvanahalli,1200,2.0,1.0,41.0,3.0
Super built-up  Area,Ready To Move,Shetty Halli,800,1.0,2.0,32.0,1.0
Super built-up  Area,19-Dec,Electronic City,530,1.0,1.0,13.5,1.0
Built-up  Area,Ready To Move,Bisuvanahalli,873,2.0,1.0,40.0,3.0
Super built-up  Area,Ready To Move,Subramanyapura,958,2.0,1.0,33.53,2.0
Super built-up  Area,Ready To Move,Thigalarapalya,2072,4.0,2.0,160.0,3.0
Super built-up  Area,21-Dec,Talaghattapura,2273,3.0,3.0,159.0,3.0
Plot  Area,18-May,Banashankari Stage VI,600,3.0,2.0,90.0,3.0
Super built-up  Area,Ready To Move,Thanisandra,760,1.0,2.0,50.0,1.0
Super built-up  Area,Ready To Move,Dommasandra,1090,2.0,2.0,43.5,2.0
Super built-up  Area,Ready To Move,Thigalarapalya,2072,4.0,2.0,155.0,3.0
Super built-up  Area,Ready To Move,Sarjapur  Road,1550,2.0,1.0,89.0,3.0
Super built-up  Area,18-Aug,Ramagondanahalli,1251,2.0,1.0,50.0,2.0
Super built-up  Area,Ready To Move,Electronic City,1070,2.0,1.0,53.0,2.0
Super built-up  Area,Ready To Move,Kalena Agrahara,1200,2.0,2.0,45.0,2.0
Built-up  Area,Ready To Move,CV Raman Nagar,1435,2.0,2.0,60.0,3.0
Built-up  Area,Ready To Move,Bommasandra,1400,2.0,3.0,45.0,3.0
Super built-up  Area,Ready To Move,Judicial Layout,2330,3.0,2.0,94.71,4.0
Super built-up  Area,Ready To Move,Thanisandra,1200,2.0,3.0,60.0,2.0
Super built-up  Area,Ready To Move,Panathur,1000,2.0,2.0,40.0,2.0
Super built-up  Area,18-Sep,Bannerghatta Road,1655,2.0,2.0,62.89,3.0
Plot  Area,Ready To Move,Bidrahalli,600,1.0,1.0,35.0,1.0
Super built-up  Area,Ready To Move,Electronics City Phase 1,1175,2.0,1.0,50.0,2.0
Super built-up  Area,Ready To Move,Uttarahalli,1155,2.0,2.0,40.43,2.0
Plot  Area,Ready To Move,Magadi Road,1200,3.0,2.0,98.0,3.0
Super built-up  Area,Ready To Move,Budigere,1149,2.0,2.0,65.0,2.0
Super built-up  Area,Ready To Move,Jakkur,1610 - 1880,2.0,2.0,98.485,3.0
Super built-up  Area,Ready To Move,Chinnapanahalli,1010,2.0,2.0,55.0,2.0
Super built-up  Area,Ready To Move,Hegde Nagar,1718,3.0,2.0,119.0,3.0
Super built-up  Area,Ready To Move,Bilal Nagar,650,1.0,1.0,20.0,2.0
Super built-up  Area,Ready To Move,Banashankari,1330,2.0,2.0,77.0,2.0
Super built-up  Area,Ready To Move,Hormavu,1200,2.0,2.0,68.0,2.0
Super built-up  Area,21-Dec,Bannerghatta Road,1693,3.0,2.0,89.0,3.0
Super built-up  Area,19-Dec,Koramangala,1249,2.0,1.0,165.0,2.0
Built-up  Area,Ready To Move,Thanisandra,1800,4.0,1.0,125.0,3.0
Plot  Area,Ready To Move,Margondanahalli,900,2.0,0.0,55.0,2.0
Super built-up  Area,Ready To Move,NGR Layout,1020,2.0,1.0,46.0,2.0
Super built-up  Area,Ready To Move,Amruthahalli,1700,3.0,2.0,77.0,3.0
Built-up  Area,18-Jun,Panathur,661,1.0,1.0,40.0,1.0
Super built-up  Area,17-Sep,Bannerghatta Road,1280,2.0,2.0,60.16,2.0
Plot  Area,Ready To Move,Krishna Nagar,1000,4.0,2.0,90.0,5.0
Super built-up  Area,Ready To Move,Hosur Road,1170,2.0,1.0,48.0,2.0
Super built-up  Area,Ready To Move,Thanisandra,933,2.0,1.0,58.0,1.0
Built-up  Area,Ready To Move,Sarjapur  Road,1150,2.0,0.0,44.0,2.0
Super built-up  Area,Ready To Move,Rajaji Nagar,1380,3.0,3.0,130.0,3.0
Built-up  Area,Ready To Move,Banjara Layout,1050,2.0,1.0,64.8,2.0
Super built-up  Area,Ready To Move,Kanakapura Main Road,1080,2.0,1.0,37.8,2.0
Super built-up  Area,Ready To Move,Harlur,1303,2.0,1.0,90.0,2.0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,1196,2.0,2.0,40.54,2.0
Built-up  Area,Ready To Move,Nagarbhavi,2500,3.0,2.0,180.0,5.0
Plot  Area,Ready To Move,Sarjapur  Road,1200,4.0,1.0,95.0,5.0
Super built-up  Area,18-May,Bommanahalli,1250,3.0,2.0,41.0,3.0
Super built-up  Area,Ready To Move,Akshaya Nagar,1419,2.0,3.0,87.0,3.0
Super built-up  Area,Ready To Move,Banashankari,1200,2.0,3.0,49.0,2.0
Built-up  Area,Ready To Move,7th Phase JP Nagar,1120,2.0,2.0,65.0,2.0
Super built-up  Area,Ready To Move,Electronics City Phase 1,755 - 770,1.0,0.0,45.4,1.0
Super built-up  Area,Ready To Move,Electronics City Phase 1,1245,2.0,1.0,75.0,2.0
Super built-up  Area,Ready To Move,Channasandra,1093,2.0,1.0,34.0,2.0
Super built-up  Area,18-Jul,Electronic City,1025,1.0,1.0,26.63,2.0
Super built-up  Area,Ready To Move,Hebbal,1345,2.0,1.0,97.0,2.0
Plot  Area,Ready To Move,Suryanagar,1500,2.0,1.0,45.0,2.0
Super built-up  Area,21-Jun,Vijayanagar,1180,2.0,1.0,86.0,2.0
Super built-up  Area,Ready To Move,NGR Layout,1020,2.0,1.0,48.45,2.0
Super built-up  Area,Ready To Move,Nanjappa Layout,1800,3.0,3.0,85.0,3.0
Super built-up  Area,Ready To Move,Banagiri Nagar,2008,3.0,2.0,170.0,3.0
Super built-up  Area,18-Jun,Kothannur,1240,2.0,2.0,39.85,3.0
Super built-up  Area,Ready To Move,CV Raman Nagar,1020,2.0,1.0,55.0,2.0
Super built-up  Area,Ready To Move,2nd Stage Arekere Mico Layout,2095,3.0,2.0,142.0,3.0
Super built-up  Area,Ready To Move,Gunjur,1362,3.0,2.0,62.63,3.0
Super built-up  Area,Ready To Move,Yelahanka,694,1.0,0.0,30.84,1.0
Super built-up  Area,Ready To Move,Vittasandra,1404,2.0,2.0,70.0,2.0
Super built-up  Area,Ready To Move,Electronic City Phase II,1192,2.0,3.0,47.0,3.0
Plot  Area,Ready To Move,Mahalakshmi Layout,1050,1.0,0.0,35.0,4.0
Super built-up  Area,Ready To Move,Vittasandra,1259,2.0,1.0,67.48,2.0
Super built-up  Area,Ready To Move,Kengeri,1000,2.0,2.0,34.0,2.0
Super built-up  Area,20-Dec,Rachenahalli,985,2.0,1.0,49.97,2.0
Built-up  Area,Ready To Move,Indira Nagar,850,1.0,2.0,60.0,1.0
Built-up  Area,Ready To Move,Uttarahalli,1650,2.0,1.0,50.0,3.0
Super built-up  Area,Ready To Move,Sarjapur  Road,1900,4.0,1.0,180.0,3.0
Super built-up  Area,Ready To Move,Ambedkar Nagar,1367,2.0,2.0,86.0,2.0
Super built-up  Area,Ready To Move,Rajaji Nagar,1210,2.0,2.0,81.0,3.0
Super built-up  Area,Ready To Move,Duvasapalya,1190,2.0,1.0,48.6,2.0
Super built-up  Area,Ready To Move,Sarjapur,1175,2.0,2.0,42.0,2.0
Super built-up  Area,Ready To Move,Whitefield,1140,2.0,2.0,40.0,2.0
Super built-up  Area,Ready To Move,Hoskote,1095,2.0,2.0,33.6,2.0
Super built-up  Area,Ready To Move,Attibele,782,1.0,0.0,19.55,1.0
Super built-up  Area,Ready To Move,Gubbalala,1435,2.0,2.0,80.0,3.0
Super built-up  Area,Ready To Move,Choodasandra,725,2.0,2.0,36.0,2.0
Built-up  Area,Ready To Move,BCMC Layout,1600,2.0,2.0,88.0,3.0
Plot  Area,Ready To Move,9th Phase JP Nagar,1200,5.0,2.0,160.0,5.0
Plot  Area,Ready To Move,Vishwapriya Layout,720,3.0,1.0,95.0,4.0
Super built-up  Area,Ready To Move,Nehru Nagar,1674,3.0,2.0,90.0,3.0
Plot  Area,Ready To Move,Jnanabharathi Layout,860,4.0,2.0,125.0,4.0
Super built-up  Area,Ready To Move,Haralur Road,1243,2.0,2.0,46.0,2.0
Super built-up  Area,19-Jul,Kanakpura Road,1703,3.0,2.0,130.0,3.0
Super built-up  Area,18-May,Padmanabhanagar,1350,3.0,1.0,71.55,3.0
Super built-up  Area,Ready To Move,Horamavu Agara,1145,2.0,1.0,41.21,2.0
Super built-up  Area,18-Apr,Whitefield,1216,2.0,1.0,75.0,2.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,1100,3.0,1.0,60.0,2.0
Super built-up  Area,Ready To Move,Sarjapur  Road,2425,5.0,1.0,201.0,4.0
Plot  Area,Ready To Move,Kothanur,2700,4.0,2.0,175.0,4.0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,1196,2.0,2.0,40.54,2.0
Carpet  Area,Ready To Move,Kanakpura Road,1600,3.0,3.0,90.0,3.0
Super built-up  Area,17-Oct,Banashankari Stage V,1510,3.0,3.0,47.57,3.0
Plot  Area,Ready To Move,Pai Layout,780,2.0,1.0,72.0,2.0
Super built-up  Area,Ready To Move,Haralur Road,1194,2.0,2.0,47.0,2.0
Built-up  Area,Ready To Move,Banashankari Stage II,1250,2.0,2.0,110.0,2.0
Plot  Area,Ready To Move,Sarjapur  Road,1480,4.0,1.0,169.0,5.0
Plot  Area,Ready To Move,Horamavu Agara,1250,4.0,1.0,100.0,4.0
Plot  Area,Ready To Move,Udaya Nagar,1350,4.0,2.0,160.0,4.0
Built-up  Area,Ready To Move,Laggere,620,2.0,0.0,48.0,1.0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,1630,3.0,2.0,60.65,3.0
Built-up  Area,Ready To Move,Hennur Road,1020,2.0,0.0,45.0,2.0
Super built-up  Area,18-Aug,Hosakerehalli,1410,2.0,2.0,53.58,3.0
Carpet  Area,18-Dec,Bhoganhalli,1181.7,2.0,1.0,100.0,2.0
Super built-up  Area,Ready To Move,Sarjapur  Road,1691,3.0,2.0,113.0,3.0
Built-up  Area,Ready To Move,KR Puram,1200,4.0,0.0,83.0,4.0
Super built-up  Area,Ready To Move,Banaswadi,1200,2.0,3.0,60.0,2.0
Super built-up  Area,Ready To Move,Old Airport Road,1050,2.0,2.0,50.0,2.0
Super built-up  Area,Ready To Move,Kathriguppe,1300,3.0,2.0,77.99,3.0
Super built-up  Area,21-Dec,Whitefield,1356,2.0,1.0,94.84,2.0
Super built-up  Area,20-Dec,Whitefield,1338,2.0,1.0,103.0,2.0
Super built-up  Area,Ready To Move,Kengeri Satellite Town Stage II,500,1.0,1.0,20.0,1.0
Super built-up  Area,18-Aug,Vasantha Vallabha Nagar,1280,2.0,1.0,100.0,3.0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,1531,3.0,3.0,51.77,3.0
Built-up  Area,Ready To Move,Anekal,620,1.0,1.0,23.5,2.0
Super built-up  Area,Ready To Move,8th Phase JP Nagar,1605,2.0,2.0,65.0,3.0
Super built-up  Area,Ready To Move,Thanisandra,1917,3.0,2.0,110.0,3.0
Built-up  Area,Ready To Move,Sarjapur  Road,1400,3.0,2.0,55.0,3.0
Built-up  Area,Ready To Move,Thubarahalli,2625,3.0,3.0,175.0,3.0
Built-up  Area,Ready To Move,Sahakara Nagar,1100,2.0,1.0,55.0,2.0
Super built-up  Area,Ready To Move,Hennur Road,2041,3.0,3.0,128.0,3.0
Super built-up  Area,Ready To Move,Sarjapur  Road,2070,4.0,2.0,160.0,3.0
Super built-up  Area,Ready To Move,Hebbal,1110,3.0,3.0,59.0,3.0
Built-up  Area,Ready To Move,Uday Nagar,1650,3.0,1.0,110.0,3.0
Super built-up  Area,19-Dec,Varthur Road,1033,2.0,2.0,30.47,3.0
Super built-up  Area,Ready To Move,HSR Layout,1142,2.0,2.0,65.0,2.0
Super built-up  Area,Ready To Move,Mathikere,1500,2.0,2.0,75.0,3.0
Super built-up  Area,Ready To Move,Electronic City Phase II,1502,3.0,3.0,50.0,3.0
Super built-up  Area,Ready To Move,Shree Ananth Nagar Layout,1176,2.0,1.0,45.0,3.0
Super built-up  Area,18-May,Hosa Road,1063,2.0,1.0,32.8,2.0
Built-up  Area,Ready To Move,Kammanahalli,1100,2.0,1.0,60.0,2.0
Plot  Area,Ready To Move,Kamakshipalya,1044,2.0,2.0,85.0,2.0
Built-up  Area,Ready To Move,6th Phase JP Nagar,1216,2.0,2.0,60.0,2.0
Super built-up  Area,Ready To Move,Suddaguntepalya,1425,3.0,2.0,55.0,3.0
Super built-up  Area,Ready To Move,Hosur Road,1345,2.0,2.0,108.0,2.0
Super built-up  Area,Ready To Move,Marathahalli,1248,2.0,1.0,130.0,2.0
Built-up  Area,Ready To Move,Shankarapuram,900,1.0,0.0,130.0,2.0
Super built-up  Area,Ready To Move,Uttarahalli,1025,2.0,1.0,35.88,2.0
Plot  Area,Ready To Move,Nagashetty Halli,840,1.0,1.0,99.0,2.0
Super built-up  Area,Ready To Move,Lakshminarayana Pura,3050,2.0,2.0,90.0,3.0
Super built-up  Area,Ready To Move,Kadubeesanahalli,1424,2.0,2.0,75.0,3.0
Super built-up  Area,18-Aug,Byrasandra Extension,1285,2.0,2.0,45.0,2.0
Super built-up  Area,Ready To Move,Babusapalaya,1450,2.0,1.0,55.99,2.0
Super built-up  Area,18-May,Raja Rajeshwari Nagar,1160,2.0,1.0,70.0,2.0
Plot  Area,18-Apr,Gattahalli,2000,2.0,2.0,95.0,3.0
Super built-up  Area,Ready To Move,Uttarahalli,1125,2.0,1.0,47.65,2.0
Built-up  Area,Ready To Move,Old Madras Road,3900,4.0,2.0,175.0,4.0
Built-up  Area,Ready To Move,Raja Rajeshwari Nagar,1133,2.0,1.0,38.37,2.0
Super built-up  Area,Ready To Move,Arekere,1240,2.0,2.0,60.0,2.0
Super built-up  Area,22-Nov,Devanahalli,1466,3.0,3.0,77.59,3.0
Super built-up  Area,Ready To Move,Ramagondanahalli,1610,2.0,2.0,115.0,3.0
Super built-up  Area,Ready To Move,Sarjapur  Road,1220,3.0,2.0,56.0,3.0
Built-up  Area,Ready To Move,Kaggadasapura,1225,2.0,2.0,48.0,2.0
Super built-up  Area,Ready To Move,Akshaya Nagar,1300,2.0,1.0,54.0,2.0
Super built-up  Area,19-May,Thanisandra,1996,4.0,1.0,123.0,3.0
Super built-up  Area,Ready To Move,Mallathahalli,1320,2.0,2.0,55.0,3.0
Super built-up  Area,Ready To Move,Richmond Town,1835,3.0,3.0,175.0,3.0
Super built-up  Area,Ready To Move,Sarjapur  Road,1435,3.0,2.0,90.0,3.0
Super built-up  Area,Ready To Move,Rayasandra,1601,3.0,3.0,70.0,3.0
Super built-up  Area,Ready To Move,Kadubeesanahalli,1257,2.0,2.0,93.0,2.0
Super built-up  Area,Ready To Move,Kasavanhalli,1309,2.0,2.0,95.0,2.0
Plot  Area,Ready To Move,Yeshwanthpur,1362,2.0,0.0,100.0,2.0
Super built-up  Area,Ready To Move,Whitefield,1115,2.0,1.0,55.0,2.0
Super built-up  Area,Ready To Move,Whitefield,1870,3.0,2.0,90.0,3.0
Super built-up  Area,18-Nov,manyata park,1322,2.0,1.0,61.99,2.0
Super built-up  Area,Ready To Move,Telecom Layout,1450,2.0,1.0,65.0,3.0
Super built-up  Area,Ready To Move,Banashankari,1185,2.0,2.0,67.0,2.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,1790,3.0,3.0,120.0,3.0
Plot  Area,Ready To Move,Whitefield,3450,4.0,2.0,208.0,3.0
Super built-up  Area,Ready To Move,Rachenahalli,1050,2.0,2.0,52.5,2.0
Super built-up  Area,Ready To Move,Budigere,664 - 722,1.0,0.0,27.375,1.0
Super built-up  Area,Ready To Move,Devanahalli,775,1.0,0.0,39.0,1.0
Built-up  Area,Ready To Move,Hoodi,1000,2.0,2.0,48.0,2.0
Super built-up  Area,19-Mar,Thanisandra,1183,2.0,1.0,77.25,2.0
Super built-up  Area,20-Dec,Binny Pete,1282,3.0,2.0,178.0,3.0
Super built-up  Area,Ready To Move,Alur,425,1.0,1.0,15.0,1.0
Built-up  Area,Ready To Move,Nelamangala,820,2.0,2.0,30.0,2.0
Built-up  Area,Ready To Move,Hebbal,1200,2.0,2.0,52.0,2.0
Super built-up  Area,18-Jun,Ramagondanahalli,1151,2.0,2.0,43.6,2.0
Super built-up  Area,Ready To Move,Hulimavu,1320,2.0,2.0,59.0,3.0
Carpet  Area,18-Apr,Bikasipura,1450,3.0,2.0,68.0,3.0
Super built-up  Area,Ready To Move,Poorna Pragna Layout,1270,2.0,3.0,50.79,3.0
Super built-up  Area,Ready To Move,Hegde Nagar,1847,3.0,2.0,123.0,3.0
Super built-up  Area,18-May,Devanahalli,1020,2.0,1.0,49.87,1.0
Super built-up  Area,Ready To Move,Somasundara Palya,1650,3.0,2.0,95.0,3.0
Built-up  Area,Ready To Move,Electronic City,2400,2.0,2.0,78.0,3.0
Super built-up  Area,Ready To Move,Begur Road,1160,2.0,2.0,44.0,2.0
Super built-up  Area,18-Aug,Haralur Road,2805,4.0,3.0,154.0,4.0
Super built-up  Area,18-Jun,Mysore Road,1360,3.0,0.0,47.6,3.0
Super built-up  Area,Ready To Move,Brookefield,1089,2.0,1.0,49.0,2.0
Super built-up  Area,Ready To Move,Yelahanka,1115,2.0,2.0,60.0,2.0
Super built-up  Area,Ready To Move,Kudlu Gate,1215,2.0,1.0,45.0,2.0
Super built-up  Area,Ready To Move,Sarjapur  Road,1194,2.0,1.0,51.0,2.0
Super built-up  Area,18-Dec,Kannamangala,1536,3.0,1.0,104.0,3.0
Super built-up  Area,Ready To Move,Hennur,1255,2.0,2.0,55.5,2.0
Super built-up  Area,17-Oct,Electronic City,1571,3.0,2.0,83.0,3.0
Plot  Area,Ready To Move,Virupakshapura,900,1.0,0.0,70.0,2.0
Super built-up  Area,Ready To Move,Keshava Nagar,1517,2.0,2.0,125.0,2.0
Super built-up  Area,Ready To Move,Budigere,664,1.0,1.0,35.4,1.0
Super built-up  Area,Ready To Move, Devarachikkanahalli,1230,2.0,1.0,58.0,2.0
Super built-up  Area,Ready To Move,Hegde Nagar,1340,2.0,2.0,72.0,2.0
Super built-up  Area,Ready To Move,Attibele,1175,2.0,1.0,29.38,2.0
Super built-up  Area,Ready To Move,Sarjapur,1240,2.0,2.0,43.1,2.0
Built-up  Area,Ready To Move,V.V Puram,151.11Sq. Yards,2.0,0.0,150.0,3.0
Super built-up  Area,Ready To Move,Electronic City,1470,2.0,1.0,44.1,3.0
Super built-up  Area,21-Dec,Kanakpura Road,525,2.0,2.0,29.25,1.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,1680,3.0,2.0,117.0,3.0
Super built-up  Area,Ready To Move,Sri Sai Layout,1000,2.0,2.0,35.0,2.0
Super built-up  Area,Ready To Move,Gunjur,1071,2.0,1.0,51.0,2.0
Super built-up  Area,Ready To Move,Sector 2 HSR Layout,1512,3.0,2.0,80.0,3.0
Built-up  Area,Ready To Move,Kalyan nagar,1190,2.0,1.0,60.0,2.0
Super built-up  Area,Ready To Move,Pattandur Agrahara,1550,2.0,3.0,80.0,3.0
Super built-up  Area,21-May,Kanakpura Road,1283,2.0,2.0,63.22,2.0
Built-up  Area,Ready To Move,Mallasandra,1325,2.0,2.0,73.0,2.0
Super built-up  Area,Ready To Move,Whitefield,1105,2.0,1.0,35.36,2.0
Super built-up  Area,Ready To Move,Banaswadi,1600,3.0,2.0,74.5,3.0
Plot  Area,Ready To Move,Devara Jeevanahalli,400,2.0,2.0,35.0,4.0
Super built-up  Area,18-Apr,Kanakpura Road,700 - 900,2.0,2.0,41.145,2.0
Super built-up  Area,Ready To Move,Hennur,1100,2.0,1.0,44.55,2.0
Super built-up  Area,21-Dec,Talaghattapura,2099,3.0,3.0,147.0,3.0
Super built-up  Area,Ready To Move,Yelachenahalli,1365,2.0,1.0,72.0,3.0
Super built-up  Area,Ready To Move,Hebbal Kempapura,1485,3.0,3.0,132.0,2.0
Super built-up  Area,Ready To Move,Hosur Road,1250,2.0,1.0,55.0,2.0
Super built-up  Area,Ready To Move,Chikkalasandra,1290,2.0,2.0,56.12,3.0
Super built-up  Area,Ready To Move,Bellandur,1170,2.0,1.0,46.79,2.0
Super built-up  Area,19-Jul,Kanakpura Road,1328,2.0,3.0,91.06,2.0
Super built-up  Area,19-Mar,Hennur Road,1232,2.0,1.0,87.0,2.0
Super built-up  Area,Ready To Move,1st Phase JP Nagar,1180,2.0,2.0,88.5,2.0
Super built-up  Area,Ready To Move,Electronic City,1350,3.0,2.0,66.0,3.0
Super built-up  Area,Ready To Move,Nagasandra,2400,4.0,1.0,145.0,4.0
Super built-up  Area,Ready To Move,Electronic City Phase II,1020,2.0,2.0,32.0,2.0
Super built-up  Area,Ready To Move,Begur Road,1410,2.0,3.0,49.34,3.0
Built-up  Area,Ready To Move,Vishwanatha Nagenahalli,2159,3.0,2.0,120.0,3.0
Plot  Area,Immediate Possession,Anekal,1453,2.0,2.0,16.5,3.0
Super built-up  Area,18-Apr,TC Palaya,1200,2.0,0.0,66.0,3.0
Super built-up  Area,Ready To Move,Hennur,1255,2.0,1.0,57.5,2.0
Super built-up  Area,18-Sep,Whitefield,1074,2.0,1.0,42.79,2.0
Plot  Area,18-Nov,Suragajakkanahalli,1200,3.0,2.0,72.0,3.0
Super built-up  Area,18-Apr,Sarjapur,1170,2.0,2.0,35.41,3.0
Super built-up  Area,21-Jun,Tumkur Road,596 - 861,1.0,0.0,31.315,1.0
Super built-up  Area,Ready To Move,Bommanahalli,1660,2.0,2.0,100.0,3.0
Built-up  Area,Ready To Move,SK Garden,1850,3.0,0.0,175.0,6.0
Built-up  Area,Ready To Move,Gowdanapalya,510,1.0,0.0,34.0,1.0
Super built-up  Area,Ready To Move,Mahadevpura,1601,3.0,2.0,95.0,3.0
Super built-up  Area,18-Mar,Begur Road,952,2.0,1.0,42.0,2.0
Super built-up  Area,Ready To Move,PNS Layout,1166,2.0,3.0,65.0,2.0
Built-up  Area,Ready To Move,Electronic City Phase II,1900,3.0,1.0,97.0,4.0
Plot  Area,Ready To Move,Mathikere,1350,2.0,0.0,175.0,3.0
Super built-up  Area,18-Aug,Haralur Road,1520,2.0,2.0,96.0,3.0
Super built-up  Area,Ready To Move,Yelenahalli,1175,2.0,2.0,50.0,2.0
Super built-up  Area,Ready To Move,Bharathi Nagar,1432,2.0,2.0,68.0,2.0
Super built-up  Area,18-Jun,Bommasandra Industrial Area,1005,2.0,1.0,39.77,2.0
Super built-up  Area,Ready To Move,Rajiv Nagar,1309,2.0,1.0,80.0,2.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,1050,2.0,1.0,77.0,2.0
Super built-up  Area,21-Dec,Kanakpura Road,1100,3.0,2.0,53.0,3.0
Super built-up  Area,Ready To Move,Begur Road,1565,2.0,2.0,56.34,3.0
Built-up  Area,Ready To Move,1st Stage Indira Nagar,940,2.0,1.0,56.0,2.0
Super built-up  Area,18-Jun,Yarandahalli,1015,2.0,1.0,40.1,2.0
Super built-up  Area,Ready To Move,Electronic City,1652,3.0,3.0,110.0,3.0
Super built-up  Area,Ready To Move,Whitefield,1100,2.0,2.0,52.0,2.0
Super built-up  Area,Ready To Move,Rajiv Nagar,2340,4.0,1.0,145.0,4.0
Super built-up  Area,21-Jul,Koramangala,1084,2.0,1.0,179.0,2.0
